"value_eur";"club_name";"league_id";"league_name";"club_position";"overall";"potential";"age";"wage_eur";"release_clause_eur";"nation_team_id";"moneda"
2300000;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";71;73;26;550;5e+06;;"£"
1700000;"Brighton & Hove Albion";2216;"Women's Super League";"RB";71;72;29;500;3700000;113007;"£"
2300000;"Orlando Pride";2221;"NWSL";"LM";71;72;24;500;5e+06;;"€"
1800000;"Nürnberg";2215;"Bundesliga Women";"RDM";71;72;28;500;4100000;;"€"
2100000;"Rosengard";814;"Damallsvenskan Women";"SUB";71;72;27;550;4800000;;"€"
1900000;"Levante Las Planas";2222;"Primera Division Women";"ST";71;71;28;600;4200000;;"€"
1600000;"Real Betis";2222;"Primera Division Women";"SUB";71;71;31;600;3500000;;"€"
2e+06;"Le Havre";2218;"Feminine Division 1";"SUB";71;71;27;550;4400000;;"€"
1200000;"SGS Essen";2215;"Bundesliga Women";"SUB";71;71;32;500;2600000;;"€"
1800000;"Racing Louisville";2221;"NWSL";"SUB";71;71;27;500;3800000;;"€"
1600000;"Liverpool";2216;"Women's Super League";"SUB";71;71;31;600;3500000;;"£"
1900000;"Portland Thorns";2221;"NWSL";"SUB";71;71;28;600;4e+06;;"€"
2e+06;"Valencia";2222;"Primera Division Women";"SUB";71;71;26;600;4400000;;"€"
1600000;"Kansas City";2221;"NWSL";"RES";71;71;29;500;3400000;;"€"
1300000;"Lille";2218;"Feminine Division 1";"LCB";71;71;31;500;2900000;;"€"
1600000;"Granada";2222;"Primera Division Women";"LB";71;71;30;500;3500000;;"€"
6e+05;"Slavia Prague";609;"Czech First Division Women";"SUB";71;71;39;500;1300000;;"€"
3800000;"Real Sociedad";2222;"Primera Division Women";"RB";70;84;21;500;10400000;;"€"
3400000;"Granada";2222;"Primera Division Women";"GK";70;84;20;500;9600000;;"€"
3800000;"Olympique Lyonnais";2218;"Feminine Division 1";"RES";70;83;20;500;10200000;;"€"
3800000;"Hoffenheim";2215;"Bundesliga Women";"SUB";70;83;19;500;10400000;;"€"
3900000;"Fleury 91";2218;"Feminine Division 1";"SUB";70;83;21;500;10600000;;"€"
3500000;"Levante";2222;"Primera Division Women";"SUB";70;83;18;500;9500000;;"€"
3400000;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";70;81;19;500;7800000;;"€"
3400000;"Nürnberg";2215;"Bundesliga Women";"SUB";70;81;18;500;8200000;;"€"
3400000;"Werder Bremen";2215;"Bundesliga Women";"SUB";70;80;22;500;8200000;;"€"
3100000;"Barcelona";2222;"Primera Division Women";"SUB";70;80;23;500;7e+06;;"€"
3600000;"Köln";2215;"Bundesliga Women";"LCB";70;80;22;500;8600000;;"€"
3100000;"Levante";2222;"Primera Division Women";"SUB";70;80;21;500;7100000;;"€"
3100000;"Real Betis";2222;"Primera Division Women";"GK";70;80;23;500;7400000;;"€"
3300000;"Athletic Bilbao";2222;"Primera Division Women";"SUB";70;80;23;500;7600000;;"€"
3100000;"Levante Las Planas";2222;"Primera Division Women";"GK";70;80;23;500;7400000;;"€"
3300000;"Rosengard";814;"Damallsvenskan Women";"SUB";70;80;20;500;7900000;;"€"
3400000;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";70;80;22;500;7800000;;"€"
3500000;"Nürnberg";2215;"Bundesliga Women";"LS";70;80;19;500;8400000;;"€"
3500000;"Eibar";2222;"Primera Division Women";"CM";70;80;20;500;8400000;;"€"
3600000;"Eibar";2222;"Primera Division Women";"LM";70;80;22;500;8600000;;"€"
3100000;"Dijon";2218;"Feminine Division 1";"SUB";70;79;21;500;7400000;;"€"
3500000;"MSV Duisburg";2215;"Bundesliga Women";"SUB";70;79;20;500;8400000;;"€"
3600000;"Real Betis";2222;"Primera Division Women";"SUB";70;79;22;500;8600000;;"€"
3600000;"Fleury 91";2218;"Feminine Division 1";"SUB";70;79;21;500;8300000;;"€"
3500000;"Stade de Reims";2218;"Feminine Division 1";"SUB";70;79;20;500;8400000;;"€"
3400000;"Saint-Étienne";2218;"Feminine Division 1";"LB";70;79;21;500;8200000;;"€"
3e+06;"Ajax";610;"Eredivisie Women";"GK";70;79;20;500;7200000;;"€"
3300000;"Rosengard";814;"Damallsvenskan Women";"SUB";70;79;20;500;7900000;;"€"
3300000;"RB Leipzig";2215;"Bundesliga Women";"SUB";70;79;20;500;7900000;;"€"
3600000;"Rosengard";814;"Damallsvenskan Women";"SUB";70;79;21;500;8600000;;"€"
3300000;"West Ham United";2216;"Women's Super League";"RCB";70;78;23;500;7600000;113394;"£"
3600000;"Werder Bremen";2215;"Bundesliga Women";"SUB";70;78;21;500;8600000;;"€"
3400000;"Köln";2215;"Bundesliga Women";"SUB";70;78;21;500;8200000;;"€"
3600000;"Werder Bremen";2215;"Bundesliga Women";"SUB";70;78;22;500;8600000;;"€"
3300000;"RB Leipzig";2215;"Bundesliga Women";"SUB";70;78;20;500;7900000;;"€"
3300000;"Racing Louisville";2221;"NWSL";"SUB";70;78;23;500;7600000;;"€"
3300000;"Orlando Pride";2221;"NWSL";"LCB";70;78;24;500;7600000;;"€"
3600000;"North Carolina Courage";2221;"NWSL";"SUB";70;78;23;500;8300000;;"€"
3600000;"Dijon";2218;"Feminine Division 1";"SUB";70;78;21;500;8600000;;"€"
3400000;"RB Leipzig";2215;"Bundesliga Women";"RES";70;78;21;500;8200000;;"€"
3600000;"Paris";2218;"Feminine Division 1";"SUB";70;78;21;500;8300000;;"€"
3200000;"Juventus";603;"Serie A Women";"SUB";70;77;22;500;7400000;;"€"
2700000;"Sevilla";2222;"Primera Division Women";"SUB";70;77;24;500;6500000;;"€"
3e+06;"North Carolina Courage";2221;"NWSL";"SUB";70;77;24;500;6900000;;"€"
3200000;"Kansas City";2221;"NWSL";"SUB";70;77;23;500;7400000;;"€"
3e+06;"OL Reign";2221;"NWSL";"RES";70;77;24;500;6900000;;"€"
3200000;"Racing Louisville";2221;"NWSL";"SUB";70;77;24;500;7400000;;"€"
2900000;"Valencia";2222;"Primera Division Women";"SUB";70;77;25;500;7e+06;;"€"
3200000;"Chicago Red Stars";2221;"NWSL";"RES";70;77;24;500;7400000;;"€"
3200000;"Lille";2218;"Feminine Division 1";"SUB";70;77;23;500;7700000;;"€"
3200000;"Levante Las Planas";2222;"Primera Division Women";"SUB";70;77;24;500;7700000;;"€"
2700000;"Eibar";2222;"Primera Division Women";"GK";70;77;24;500;3500000;;"€"
3e+06;"Slavia Prague";609;"Czech First Division Women";"RB";70;77;23;500;7200000;;"€"
3300000;"RB Leipzig";2215;"Bundesliga Women";"SUB";70;77;21;500;7900000;;"€"
3e+06;"Fleury 91";2218;"Feminine Division 1";"RCB";70;77;23;500;6900000;;"€"
3200000;"Leicester City";2216;"Women's Super League";"SUB";70;77;23;500;7700000;;"£"
2500000;"OL Reign";2221;"NWSL";"SUB";70;76;24;500;5800000;;"€"
2400000;"OL Reign";2221;"NWSL";"SUB";70;76;24;500;5500000;;"€"
2300000;"Orlando Pride";2221;"NWSL";"SUB";70;76;24;500;5300000;;"€"
2500000;"Houston Dash";2221;"NWSL";"SUB";70;76;23;500;5800000;;"€"
2300000;"Villarreal";2222;"Primera Division Women";"RCB";70;76;23;500;5500000;;"€"
2500000;"Villarreal";2222;"Primera Division Women";"LW";70;76;24;500;6e+06;;"€"
2300000;"Stade de Reims";2218;"Feminine Division 1";"SUB";70;76;23;500;5500000;;"€"
2500000;"North Carolina Courage";2221;"NWSL";"RES";70;76;24;500;5800000;;"€"
2500000;"Washington Spirit";2221;"NWSL";"SUB";70;76;24;500;5800000;;"€"
2300000;"Angel City";2221;"NWSL";"RES";70;76;23;500;5300000;;"€"
2500000;"Washington Spirit";2221;"NWSL";"LCM";70;76;22;500;5800000;;"€"
2600000;"Lille";2218;"Feminine Division 1";"ST";70;76;22;500;6200000;;"€"
2500000;"Huelva";2222;"Primera Division Women";"ST";70;76;24;500;6e+06;;"€"
2300000;"Guingamp";2218;"Feminine Division 1";"SUB";70;76;24;500;5500000;;"€"
2600000;"Rosengard";814;"Damallsvenskan Women";"SUB";70;76;22;500;6200000;;"€"
2300000;"Freiburg";2215;"Bundesliga Women";"RES";70;75;19;500;5e+06;;"€"
2400000;"North Carolina Courage";2221;"NWSL";"SUB";70;75;22;500;5200000;;"€"
2200000;"Angel City";2221;"NWSL";"LB";70;75;25;500;4800000;;"€"
2100000;"OL Reign";2221;"NWSL";"SUB";70;75;25;500;4600000;;"€"
2400000;"Zurich";611;"Nationalliga A Women";"RB";70;75;24;500;5500000;;"€"
2200000;"North Carolina Courage";2221;"NWSL";"SUB";70;75;23;500;4800000;;"€"
2400000;"Racing Louisville";2221;"NWSL";"RES";70;75;23;500;5200000;;"€"
2400000;"Washington Spirit";2221;"NWSL";"RES";70;75;23;500;5200000;;"€"
2200000;"Nürnberg";2215;"Bundesliga Women";"RCB";70;75;23;500;5e+06;;"€"
2400000;"Nürnberg";2215;"Bundesliga Women";"LM";70;75;23;500;5500000;;"€"
2200000;"Zurich";611;"Nationalliga A Women";"SUB";70;75;23;500;5e+06;;"€"
2200000;"Zurich";611;"Nationalliga A Women";"LCB";70;75;22;500;5e+06;;"€"
2400000;"Dijon";2218;"Feminine Division 1";"SUB";70;75;23;500;5500000;;"€"
2400000;"MSV Duisburg";2215;"Bundesliga Women";"SUB";70;75;24;500;5500000;;"€"
2200000;"Slavia Prague";609;"Czech First Division Women";"SUB";70;75;24;500;5e+06;;"€"
2e+06;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";70;74;25;500;4400000;;"£"
2100000;"Saint-Étienne";2218;"Feminine Division 1";"RB";70;74;24;500;4800000;;"€"
2200000;"Slavia Prague";609;"Czech First Division Women";"RM";70;74;25;500;5e+06;;"€"
2100000;"Saint-Étienne";2218;"Feminine Division 1";"SUB";70;74;25;500;4800000;;"€"
2100000;"SL Benfica";10003;"1st Division Women";"SUB";70;74;25;500;4800000;;"€"
2100000;"RB Leipzig";2215;"Bundesliga Women";"LDM";70;73;25;500;4800000;;"€"
1800000;"RB Leipzig";2215;"Bundesliga Women";"RCB";70;73;26;500;4100000;;"€"
1800000;"NJ/NY Gotham";2221;"NWSL";"SUB";70;73;26;500;3900000;;"€"
1900000;"MSV Duisburg";2215;"Bundesliga Women";"LB";70;73;25;500;4300000;;"€"
1900000;"Sevilla";2222;"Primera Division Women";"SUB";70;73;25;500;4300000;;"€"
1900000;"UDG Tenerife";2222;"Primera Division Women";"SUB";70;73;26;500;4300000;;"€"
2100000;"Huelva";2222;"Primera Division Women";"RCM";70;73;26;500;4800000;;"€"
2100000;"Glasgow City";607;"Scottish Premier League Women";"SUB";70;73;26;500;4800000;;"€"
2100000;"Lille";2218;"Feminine Division 1";"SUB";70;73;26;500;4800000;;"€"
1500000;"Manchester United";2216;"Women's Super League";"SUB";70;71;28;500;3300000;;"£"
1700000;"Le Havre";2218;"Feminine Division 1";"SUB";70;71;27;500;3900000;;"€"
1600000;"Eibar";2222;"Primera Division Women";"SUB";70;71;27;500;3600000;;"€"
1900000;"San Diego Wave";2221;"NWSL";"SUB";70;71;27;500;4100000;;"€"
1400000;"Leicester City";2216;"Women's Super League";"LB";70;70;28;500;3100000;;"£"
1300000;"Racing Louisville";2221;"NWSL";"SUB";70;70;32;500;2700000;;"€"
1300000;"Saint-Étienne";2218;"Feminine Division 1";"SUB";70;70;31;500;2900000;;"€"
525000;"Zurich";611;"Nationalliga A Women";"SUB";70;70;34;500;1200000;;"€"
1300000;"Lille";2218;"Feminine Division 1";"SUB";70;70;31;500;2900000;;"€"
1400000;"Sevilla";2222;"Primera Division Women";"LCM";70;70;29;500;3100000;;"€"
1100000;"Athletic Bilbao";2222;"Primera Division Women";"SUB";70;70;31;500;2300000;;"€"
1600000;"Huelva";2222;"Primera Division Women";"RW";70;70;29;550;3500000;;"€"
1e+06;"Huelva";2222;"Primera Division Women";"SUB";70;70;32;500;2200000;;"€"
450000;"Zurich";611;"Nationalliga A Women";"SUB";70;70;35;500;990000;;"€"
1100000;"SGS Essen";2215;"Bundesliga Women";"SUB";70;70;28;500;2400000;;"€"
975000;"NJ/NY Gotham";2221;"NWSL";"SUB";70;70;33;500;2e+06;;"€"
525000;"Saint-Étienne";2218;"Feminine Division 1";"SUB";70;70;33;500;1200000;;"€"
1500000;"Granada";2222;"Primera Division Women";"SUB";70;70;30;500;3300000;;"€"
1600000;"Glasgow City";607;"Scottish Premier League Women";"CAM";70;70;28;500;3500000;;"€"
1600000;"Glasgow City";607;"Scottish Premier League Women";"SUB";70;70;29;500;3500000;;"€"
1700000;"MSV Duisburg";2215;"Bundesliga Women";"SUB";70;70;27;500;3700000;;"€"
3100000;"Athletic Bilbao";2222;"Primera Division Women";"RCB";69;84;19;500;8400000;;"€"
3400000;"UDG Tenerife";2222;"Primera Division Women";"SUB";69;84;20;500;9600000;;"€"
3400000;"Granada";2222;"Primera Division Women";"ST";69;84;20;500;9600000;;"€"
3200000;"Glasgow City";607;"Scottish Premier League Women";"SUB";69;83;17;500;9e+06;;"€"
3400000;"Aston Villa";2216;"Women's Super League";"SUB";69;82;20;500;9300000;;"£"
3300000;"Real Sociedad";2222;"Primera Division Women";"SUB";69;82;21;500;9e+06;;"€"
3300000;"Glasgow City";607;"Scottish Premier League Women";"SUB";69;82;21;500;9300000;;"€"
3400000;"Huelva";2222;"Primera Division Women";"LW";69;81;22;500;8200000;;"€"
3400000;"Glasgow City";607;"Scottish Premier League Women";"SUB";69;81;20;500;8200000;;"€"
3e+06;"Manchester United";2216;"Women's Super League";"RB";69;80;22;500;6900000;;"£"
2800000;"SGS Essen";2215;"Bundesliga Women";"SUB";69;80;18;500;6700000;;"€"
2700000;"Everton";2216;"Women's Super League";"GK";69;80;22;500;6200000;;"£"
3100000;"West Ham United";2216;"Women's Super League";"SUB";69;80;20;500;7100000;;"£"
2900000;"Eintracht Frankfurt";2215;"Bundesliga Women";"SUB";69;80;22;500;6700000;;"€"
2900000;"Athletic Bilbao";2222;"Primera Division Women";"SUB";69;80;18;500;6700000;;"€"
3e+06;"Ajax";610;"Eredivisie Women";"SUB";69;80;19;500;7200000;;"€"
2900000;"Köln";2215;"Bundesliga Women";"SUB";69;80;19;500;7e+06;;"€"
3100000;"Paris Saint Germain";2218;"Feminine Division 1";"RES";69;79;20;500;7100000;;"€"
2600000;"Hoffenheim";2215;"Bundesliga Women";"SUB";69;79;20;500;6e+06;;"€"
3e+06;"Eintracht Frankfurt";2215;"Bundesliga Women";"SUB";69;79;19;500;6900000;;"€"
3100000;"Tottenham";2216;"Women's Super League";"SUB";69;79;20;500;16900000;;"£"
2700000;"Stade de Reims";2218;"Feminine Division 1";"SUB";69;79;18;500;6500000;;"€"
2800000;"Stade de Reims";2218;"Feminine Division 1";"RB";69;79;18;500;6700000;;"€"
3200000;"SGS Essen";2215;"Bundesliga Women";"SUB";69;79;22;500;7700000;;"€"
3100000;"West Ham United";2216;"Women's Super League";"LCM";69;79;22;500;7100000;;"£"
2900000;"Glasgow City";607;"Scottish Premier League Women";"SUB";69;79;20;500;4800000;;"€"
2700000;"Juventus";603;"Serie A Women";"SUB";69;79;22;500;6200000;;"€"
3e+06;"Bordeaux";2218;"Feminine Division 1";"SUB";69;79;19;500;7200000;;"€"
3100000;"West Ham United";2216;"Women's Super League";"SUB";69;79;21;500;7100000;;"£"
3100000;"West Ham United";2216;"Women's Super League";"LW";69;79;21;500;7100000;;"£"
3e+06;"Granada";2222;"Primera Division Women";"SUB";69;79;21;500;7200000;;"€"
2500000;"RB Leipzig";2215;"Bundesliga Women";"SUB";69;79;18;500;6e+06;;"€"
2500000;"SGS Essen";2215;"Bundesliga Women";"SUB";69;79;17;500;6e+06;;"€"
3200000;"Granada";2222;"Primera Division Women";"SUB";69;79;22;500;7700000;;"€"
3e+06;"Ajax";610;"Eredivisie Women";"RES";69;79;19;500;7200000;;"€"
3100000;"Leicester City";2216;"Women's Super League";"RM";69;78;23;500;7400000;;"£"
2900000;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";69;78;20;500;6700000;;"£"
2900000;"Guingamp";2218;"Feminine Division 1";"SUB";69;78;20;500;7e+06;;"€"
2900000;"Levante Las Planas";2222;"Primera Division Women";"RCB";69;78;24;500;7e+06;;"€"
3100000;"Angel City";2221;"NWSL";"SUB";69;78;23;500;7100000;;"€"
3e+06;"Nürnberg";2215;"Bundesliga Women";"SUB";69;78;20;500;7200000;;"€"
3100000;"Stade de Reims";2218;"Feminine Division 1";"SUB";69;77;21;500;7400000;;"€"
2700000;"Zurich";611;"Nationalliga A Women";"SUB";69;77;21;500;6500000;;"€"
2900000;"Ajax";610;"Eredivisie Women";"SUB";69;77;20;500;7e+06;;"€"
3e+06;"Nürnberg";2215;"Bundesliga Women";"CAM";69;77;20;500;7200000;;"€"
2700000;"Everton";2216;"Women's Super League";"SUB";69;76;24;500;6200000;;"£"
2700000;"Everton";2216;"Women's Super League";"SUB";69;76;23;500;6200000;;"£"
2800000;"Levante Las Planas";2222;"Primera Division Women";"LCM";69;76;24;500;6700000;;"€"
2700000;"Hoffenheim";2215;"Bundesliga Women";"SUB";69;76;22;500;6200000;;"€"
2600000;"Saint-Étienne";2218;"Feminine Division 1";"SUB";69;76;24;500;6200000;;"€"
2700000;"Nürnberg";2215;"Bundesliga Women";"LDM";69;76;20;500;6500000;;"€"
2800000;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";69;76;23;500;6400000;;"£"
2200000;"Tottenham";2216;"Women's Super League";"SUB";69;75;24;500;5100000;;"£"
2200000;"Kansas City";2221;"NWSL";"RM";69;75;20;500;5100000;;"€"
2100000;"NJ/NY Gotham";2221;"NWSL";"LB";69;75;22;500;4800000;;"€"
2e+06;"Kansas City";2221;"NWSL";"SUB";69;75;23;500;4600000;;"€"
2200000;"Bayer Leverkusen";2215;"Bundesliga Women";"SUB";69;75;23;500;5100000;;"€"
2200000;"Le Havre";2218;"Feminine Division 1";"SUB";69;75;24;500;5300000;;"€"
2e+06;"Zurich";611;"Nationalliga A Women";"SUB";69;74;19;500;4600000;;"€"
1800000;"Freiburg";2215;"Bundesliga Women";"SUB";69;74;25;500;3900000;;"€"
2e+06;"Granada";2222;"Primera Division Women";"SUB";69;74;24;500;4600000;;"€"
2e+06;"Athletic Bilbao";2222;"Primera Division Women";"SUB";69;74;23;500;4400000;;"€"
1600000;"Villarreal";2222;"Primera Division Women";"GK";69;74;26;500;3600000;;"€"
2100000;"Angel City";2221;"NWSL";"LM";69;74;22;500;4600000;113010;"€"
1700000;"Racing Louisville";2221;"NWSL";"RES";69;74;24;500;3700000;;"€"
2100000;"Slavia Prague";609;"Czech First Division Women";"SUB";69;74;24;500;4800000;;"€"
2100000;"Slavia Prague";609;"Czech First Division Women";"SUB";69;74;24;500;4800000;;"€"
1800000;"Saint-Étienne";2218;"Feminine Division 1";"SUB";69;74;25;500;4100000;;"€"
1700000;"RB Leipzig";2215;"Bundesliga Women";"SUB";69;73;25;500;3900000;;"€"
1700000;"Levante Las Planas";2222;"Primera Division Women";"RES";69;73;26;500;3900000;;"€"
1500000;"Fleury 91";2218;"Feminine Division 1";"SUB";69;73;27;500;3300000;;"€"
1700000;"Levante Las Planas";2222;"Primera Division Women";"LCB";69;73;25;500;3900000;;"€"
1400000;"Freiburg";2215;"Bundesliga Women";"SUB";69;73;18;500;3e+06;;"€"
1900000;"Portland Thorns";2221;"NWSL";"RES";69;73;22;500;4100000;;"€"
2e+06;"Chicago Red Stars";2221;"NWSL";"SUB";69;73;23;500;4400000;;"€"
2e+06;"North Carolina Courage";2221;"NWSL";"RES";69;73;24;500;4400000;;"€"
2100000;"Washington Spirit";2221;"NWSL";"SUB";69;73;22;500;4600000;;"€"
1800000;"MSV Duisburg";2215;"Bundesliga Women";"SUB";69;73;24;500;4100000;;"€"
1800000;"UDG Tenerife";2222;"Primera Division Women";"LCM";69;72;26;500;4100000;;"€"
1300000;"Bayern Munich";2215;"Bundesliga Women";"SUB";69;72;28;500;2800000;;"€"
1400000;"Leicester City";2216;"Women's Super League";"SUB";69;72;27;500;3200000;;"£"
1600000;"Manchester United";2216;"Women's Super League";"SUB";69;72;27;500;3500000;;"£"
1400000;"Bordeaux";2218;"Feminine Division 1";"SUB";69;72;27;500;3200000;;"€"
1700000;"Levante Las Planas";2222;"Primera Division Women";"LB";69;72;26;500;3900000;;"€"
1800000;"Freiburg";2215;"Bundesliga Women";"RES";69;72;26;500;3900000;;"€"
1700000;"Ajax";610;"Eredivisie Women";"SUB";69;72;26;500;3900000;;"€"
1400000;"Juventus";603;"Serie A Women";"RES";69;72;26;500;3e+06;;"€"
1600000;"Nürnberg";2215;"Bundesliga Women";"SUB";69;72;26;500;3600000;;"€"
1600000;"Huelva";2222;"Primera Division Women";"SUB";69;72;26;500;3600000;;"€"
1500000;"Bordeaux";2218;"Feminine Division 1";"SUB";69;71;27;500;3400000;;"€"
1500000;"MSV Duisburg";2215;"Bundesliga Women";"SUB";69;71;26;500;3400000;;"€"
1500000;"SL Benfica";10003;"1st Division Women";"SUB";69;71;27;500;3400000;;"€"
1800000;"Glasgow City";607;"Scottish Premier League Women";"SUB";69;71;23;500;4100000;;"€"
1700000;"Villarreal";2222;"Primera Division Women";"SUB";69;70;26;500;3900000;;"€"
1600000;"Tottenham";2216;"Women's Super League";"SUB";69;70;27;500;3500000;;"£"
1500000;"Dijon";2218;"Feminine Division 1";"SUB";69;70;27;500;3400000;;"€"
1300000;"Glasgow City";607;"Scottish Premier League Women";"LCB";69;70;28;500;3e+06;;"€"
1600000;"SL Benfica";10003;"1st Division Women";"SUB";69;70;26;500;3600000;;"€"
1500000;"Eibar";2222;"Primera Division Women";"SUB";69;70;27;500;3400000;;"€"
950000;"Tottenham";2216;"Women's Super League";"SUB";69;69;31;500;2e+06;;"£"
450000;"Real Betis";2222;"Primera Division Women";"RCB";69;69;34;500;990000;;"€"
1200000;"Athletic Bilbao";2222;"Primera Division Women";"SUB";69;69;31;500;2500000;;"€"
1200000;"Slavia Prague";609;"Czech First Division Women";"LDM";69;69;29;500;2600000;;"€"
1300000;"Bristol City";2216;"Women's Super League";"SUB";69;69;27;500;2900000;;"£"
950000;"Eibar";2222;"Primera Division Women";"LCB";69;69;31;500;2100000;;"€"
3100000;"Barcelona";2222;"Primera Division Women";"RES";68;86;19;500;8300000;;"€"
3100000;"Real Madrid";2222;"Primera Division Women";"SUB";68;85;18;500;8400000;;"€"
2900000;"Villarreal";2222;"Primera Division Women";"SUB";68;82;19;500;8200000;;"€"
2700000;"Paris";2218;"Feminine Division 1";"SUB";68;82;19;500;7400000;;"€"
2700000;"Chelsea";2216;"Women's Super League";"RES";68;81;19;500;7200000;;"£"
2900000;"Bristol City";2216;"Women's Super League";"SUB";68;81;19;500;8200000;;"£"
2700000;"Paris";2218;"Feminine Division 1";"LB";68;81;19;500;7400000;;"€"
2900000;"Real Sociedad";2222;"Primera Division Women";"SUB";68;81;20;500;7900000;;"€"
2500000;"Eintracht Frankfurt";2215;"Bundesliga Women";"SUB";68;80;20;500;5800000;;"€"
2600000;"SGS Essen";2215;"Bundesliga Women";"SUB";68;80;22;500;6200000;;"€"
2900000;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";68;80;20;500;6700000;;"£"
2800000;"MSV Duisburg";2215;"Bundesliga Women";"ST";68;80;18;500;6700000;;"€"
2600000;"Werder Bremen";2215;"Bundesliga Women";"SUB";68;80;21;500;6200000;;"€"
2700000;"Hoffenheim";2215;"Bundesliga Women";"SUB";68;80;17;500;6200000;;"€"
2500000;"Nürnberg";2215;"Bundesliga Women";"SUB";68;79;21;500;6e+06;;"€"
2200000;"Hoffenheim";2215;"Bundesliga Women";"SUB";68;79;19;500;5100000;;"€"
2600000;"Bristol City";2216;"Women's Super League";"SUB";68;79;22;500;6200000;;"£"
2200000;"Paris";2218;"Feminine Division 1";"SUB";68;79;19;500;5100000;;"€"
2600000;"Bordeaux";2218;"Feminine Division 1";"SUB";68;79;19;500;6200000;;"€"
2500000;"Bordeaux";2218;"Feminine Division 1";"RCM";68;79;18;500;6e+06;;"€"
2700000;"Liverpool";2216;"Women's Super League";"SUB";68;79;21;500;6500000;;"£"
2700000;"Glasgow City";607;"Scottish Premier League Women";"LM";68;79;21;500;6500000;;"€"
2400000;"MSV Duisburg";2215;"Bundesliga Women";"SUB";68;79;18;500;5800000;;"€"
2500000;"Bayer Leverkusen";2215;"Bundesliga Women";"SUB";68;79;18;500;5800000;;"€"
2400000;"Hoffenheim";2215;"Bundesliga Women";"SUB";68;79;18;500;5500000;;"€"
2500000;"Saint-Étienne";2218;"Feminine Division 1";"SUB";68;78;18;500;6e+06;;"€"
2200000;"Werder Bremen";2215;"Bundesliga Women";"SUB";68;78;18;500;5300000;;"€"
2500000;"Athletic Bilbao";2222;"Primera Division Women";"RES";68;78;22;500;5800000;;"€"
2700000;"Villarreal";2222;"Primera Division Women";"SUB";68;78;21;500;6500000;;"€"
2700000;"Huelva";2222;"Primera Division Women";"SUB";68;78;22;500;6500000;;"€"
2300000;"Montpellier";2218;"Feminine Division 1";"SUB";68;78;21;500;5300000;;"€"
2200000;"Zurich";611;"Nationalliga A Women";"GK";68;78;19;500;5300000;;"€"
2600000;"Eintracht Frankfurt";2215;"Bundesliga Women";"RES";68;78;19;500;6e+06;;"€"
2700000;"Guingamp";2218;"Feminine Division 1";"SUB";68;78;20;500;6500000;;"€"
2700000;"Saint-Étienne";2218;"Feminine Division 1";"SUB";68;77;22;500;6500000;;"€"
2600000;"Nürnberg";2215;"Bundesliga Women";"RM";68;77;19;500;6200000;;"€"
2700000;"Ajax";610;"Eredivisie Women";"SUB";68;77;21;500;6500000;;"€"
2600000;"Köln";2215;"Bundesliga Women";"SUB";68;77;20;500;6200000;;"€"
2500000;"North Carolina Courage";2221;"NWSL";"RES";68;77;17;500;5800000;;"€"
2600000;"Orlando Pride";2221;"NWSL";"RES";68;76;23;500;6e+06;;"€"
2300000;"Kansas City";2221;"NWSL";"SUB";68;76;23;500;5300000;;"€"
2300000;"San Diego Wave";2221;"NWSL";"RES";68;76;23;500;5300000;;"€"
2500000;"Le Havre";2218;"Feminine Division 1";"SUB";68;76;20;500;6e+06;;"€"
2600000;"Stade de Reims";2218;"Feminine Division 1";"LW";68;76;20;500;6200000;;"€"
2600000;"Lille";2218;"Feminine Division 1";"LB";68;76;22;500;6200000;;"€"
2700000;"Bristol City";2216;"Women's Super League";"SUB";68;76;23;500;6500000;;"£"
2100000;"Rosengard";814;"Damallsvenskan Women";"GK";68;75;24;500;5e+06;113984;"€"
2400000;"Huelva";2222;"Primera Division Women";"CAM";68;75;23;500;5800000;;"€"
2400000;"Washington Spirit";2221;"NWSL";"RES";68;75;23;500;5500000;;"€"
2200000;"Granada";2222;"Primera Division Women";"LCB";68;75;25;500;5300000;;"€"
2500000;"Dijon";2218;"Feminine Division 1";"SUB";68;75;21;500;6e+06;;"€"
1900000;"North Carolina Courage";2221;"NWSL";"ST";68;74;24;500;4400000;;"€"
2e+06;"Portland Thorns";2221;"NWSL";"SUB";68;74;21;500;4600000;;"€"
1600000;"Washington Spirit";2221;"NWSL";"SUB";68;74;21;500;3700000;;"€"
1900000;"Houston Dash";2221;"NWSL";"SUB";68;74;21;500;4400000;;"€"
1900000;"Eibar";2222;"Primera Division Women";"LCM";68;74;24;500;4600000;;"€"
1600000;"UDG Tenerife";2222;"Primera Division Women";"SUB";68;73;25;500;3600000;;"€"
1500000;"Villarreal";2222;"Primera Division Women";"SUB";68;73;23;500;3400000;;"€"
1700000;"Houston Dash";2221;"NWSL";"CDM";68;73;23;500;3700000;;"€"
1500000;"Portland Thorns";2221;"NWSL";"SUB";68;73;22;500;3300000;;"€"
1600000;"Eibar";2222;"Primera Division Women";"RB";68;73;25;500;3600000;;"€"
